Orders,Activity,Timestamp,Items,Customers,Packages,amount_of_items
990245,4,2019-07-09 17:05:22,"['881005', '880988', '881008', '881002', '881003', '881010', '880989', '881007']",15,660156,8
990244,4,2019-07-09 17:05:22,"['881005', '880988', '881008', '881002', '881003', '881010', '880989', '881007']",15,660156,8
990251,10,2019-07-09 17:07:53,"['881014', '881015', '880799']",10,660162,3
990198,10,2019-07-09 17:07:53,"['881014', '881015', '880799']",10,660162,3
990260,7,2019-07-09 17:15:37,['881046'],2,,1
990293,7,2019-07-09 17:17:08,['881181'],16,,1
990239,9,2019-07-09 17:24:44,['880967'],0,,1
990276,7,2019-07-09 17:44:45,['881118'],6,,1
990252,9,2019-07-09 18:05:40,['881021'],5,,1
990296,0,2019-07-09 18:16:10,"['881189', '881190', '881191', '881192']",5,,4
990298,8,2019-07-09 18:17:11,"['881197', '881198', '881196', '881199']",16,,4
990291,7,2019-07-09 18:25:31,['881173'],14,,1
990290,7,2019-07-09 18:29:07,['881169'],13,,1
990246,1,2019-07-09 18:29:07,"['880995', '880182', '881181']",16,660164,3
990047,1,2019-07-09 18:29:07,"['880995', '880182', '881181']",16,660164,3
990293,1,2019-07-09 18:29:07,"['880995', '880182', '881181']",16,660164,3
990295,7,2019-07-09 18:31:50,['881188'],13,,1
990292,7,2019-07-09 18:32:25,['881177'],16,,1
990297,0,2019-07-09 18:37:31,"['881194', '881193', '881195']",9,,3
990176,5,2019-07-09 18:44:47,"['880712', '880713', '880716', '880715', '880714']",11,,5
990295,7,2019-07-09 19:55:24,['881186'],13,,1
990282,1,2019-07-09 19:55:24,"['881137', '881116', '881136', '881117', '880902']",11,660165,5
990223,1,2019-07-09 19:55:24,"['881137', '881116', '881136', '881117', '880902']",11,660165,5
990275,1,2019-07-09 19:55:24,"['881137', '881116', '881136', '881117', '880902']",11,660165,5
990299,8,2019-07-09 20:31:08,"['881202', '881201', '881204', '881200', '881203']",5,,5
990300,8,2019-07-10 00:24:42,"['881208', '881207', '881206', '881205']",12,,4
990299,7,2019-07-10 08:40:21,['881204'],5,,1
990299,7,2019-07-10 08:57:45,['881201'],5,,1
990271,9,2019-07-10 09:01:41,['881101'],1,,1
990274,5,2019-07-10 09:18:43,"['881114', '881112', '881111', '881113']",13,,4
990283,7,2019-07-10 09:18:52,['881139'],5,,1
990296,3,2019-07-10 09:23:50,['881192'],5,,1
990301,8,2019-07-10 09:28:57,"['881210', '881211', '881209', '881212']",10,,4
990298,0,2019-07-10 09:55:49,"['881197', '881198', '881196', '881199']",16,,4
990229,5,2019-07-10 10:20:29,"['880927', '880928']",15,,2
990270,3,2019-07-10 10:20:54,['881095'],8,,1
990299,7,2019-07-10 10:22:32,['881203'],5,,1
990296,3,2019-07-10 10:22:42,['881190'],5,,1
990301,0,2019-07-10 10:31:58,"['881210', '881211', '881209', '881212']",10,,4
990286,7,2019-07-10 10:32:21,['881156'],4,,1
990239,1,2019-07-10 10:32:21,"['880968', '881074', '881073', '880969']",0,660166,4
990266,1,2019-07-10 10:32:21,"['880968', '881074', '881073', '880969']",0,660166,4
990300,0,2019-07-10 10:33:15,"['881208', '881207', '881206', '881205']",12,,4
990300,7,2019-07-10 10:55:24,['881205'],12,,1
990251,2,2019-07-10 10:57:43,"['881016', '880879', '880734']",10,660148,3
990218,2,2019-07-10 10:57:43,"['881016', '880879', '880734']",10,660148,3
990181,2,2019-07-10 10:57:43,"['881016', '880879', '880734']",10,660148,3
990246,10,2019-07-10 10:59:51,"['880995', '880182', '881181']",16,660164,3
990047,10,2019-07-10 10:59:51,"['880995', '880182', '881181']",16,660164,3
990293,10,2019-07-10 10:59:51,"['880995', '880182', '881181']",16,660164,3
990301,3,2019-07-10 11:00:28,['881210'],10,,1
990260,7,2019-07-10 11:05:56,['881050'],2,,1
990248,10,2019-07-10 11:07:11,"['880401', '880998', '881000', '880691', '881012']",9,660163,5
990171,10,2019-07-10 11:07:11,"['880401', '880998', '881000', '880691', '881012']",9,660163,5
990100,10,2019-07-10 11:07:11,"['880401', '880998', '881000', '880691', '881012']",9,660163,5
990250,10,2019-07-10 11:07:11,"['880401', '880998', '881000', '880691', '881012']",9,660163,5
990283,7,2019-07-10 11:10:03,['881140'],5,,1
990222,7,2019-07-10 11:12:02,['880898'],8,,1
990273,1,2019-07-10 11:12:02,"['881185', '881026', '881112', '881186', '881188', '881108', '881169', '881105', '881133', '881113', '881106', '881134', '881107', '881109', '881111']",13,660167,15
990274,1,2019-07-10 11:12:02,"['881185', '881026', '881112', '881186', '881188', '881108', '881169', '881105', '881133', '881113', '881106', '881134', '881107', '881109', '881111']",13,660167,15
990290,1,2019-07-10 11:12:02,"['881185', '881026', '881112', '881186', '881188', '881108', '881169', '881105', '881133', '881113', '881106', '881134', '881107', '881109', '881111']",13,660167,15
990281,1,2019-07-10 11:12:02,"['881185', '881026', '881112', '881186', '881188', '881108', '881169', '881105', '881133', '881113', '881106', '881134', '881107', '881109', '881111']",13,660167,15
990272,1,2019-07-10 11:12:02,"['881185', '881026', '881112', '881186', '881188', '881108', '881169', '881105', '881133', '881113', '881106', '881134', '881107', '881109', '881111']",13,660167,15
990295,1,2019-07-10 11:12:02,"['881185', '881026', '881112', '881186', '881188', '881108', '881169', '881105', '881133', '881113', '881106', '881134', '881107', '881109', '881111']",13,660167,15
990255,1,2019-07-10 11:12:02,"['881185', '881026', '881112', '881186', '881188', '881108', '881169', '881105', '881133', '881113', '881106', '881134', '881107', '881109', '881111']",13,660167,15
990302,8,2019-07-10 11:17:42,"['881214', '881218', '881221', '881215', '881216', '881220', '881217', '881219', '881213']",11,,9
990297,7,2019-07-10 11:19:10,['881194'],9,,1
990290,5,2019-07-10 11:35:57,['881169'],13,,1
990268,7,2019-07-10 11:41:32,['881081'],6,,1
990302,7,2019-07-10 11:46:05,['881216'],11,,1
990258,10,2019-07-10 11:57:31,"['881042', '881127', '881039', '881040', '881038']",12,660159,5
990279,10,2019-07-10 11:57:31,"['881042', '881127', '881039', '881040', '881038']",12,660159,5
990192,7,2019-07-10 11:59:42,['880774'],5,,1
990248,7,2019-07-10 12:01:36,['880999'],9,,1
990232,7,2019-07-10 12:16:34,['880942'],15,,1
990284,9,2019-07-10 12:50:35,['881148'],6,,1
990303,8,2019-07-10 12:55:11,"['881227', '881226', '881224', '881225', '881223', '881222']",4,,6
990273,10,2019-07-10 13:07:18,"['881185', '881026', '881112', '881186', '881188', '881108', '881169', '881105', '881133', '881113', '881106', '881134', '881107', '881109', '881111']",13,660167,15
990274,10,2019-07-10 13:07:18,"['881185', '881026', '881112', '881186', '881188', '881108', '881169', '881105', '881133', '881113', '881106', '881134', '881107', '881109', '881111']",13,660167,15
990290,10,2019-07-10 13:07:18,"['881185', '881026', '881112', '881186', '881188', '881108', '881169', '881105', '881133', '881113', '881106', '881134', '881107', '881109', '881111']",13,660167,15
990281,10,2019-07-10 13:07:18,"['881185', '881026', '881112', '881186', '881188', '881108', '881169', '881105', '881133', '881113', '881106', '881134', '881107', '881109', '881111']",13,660167,15
990272,10,2019-07-10 13:07:18,"['881185', '881026', '881112', '881186', '881188', '881108', '881169', '881105', '881133', '881113', '881106', '881134', '881107', '881109', '881111']",13,660167,15
990295,10,2019-07-10 13:07:18,"['881185', '881026', '881112', '881186', '881188', '881108', '881169', '881105', '881133', '881113', '881106', '881134', '881107', '881109', '881111']",13,660167,15
990255,10,2019-07-10 13:07:18,"['881185', '881026', '881112', '881186', '881188', '881108', '881169', '881105', '881133', '881113', '881106', '881134', '881107', '881109', '881111']",13,660167,15
990302,7,2019-07-10 13:08:27,['881218'],11,,1
990288,5,2019-07-10 13:14:43,"['881163', '881162', '881164']",14,,3
990251,4,2019-07-10 13:19:07,"['881014', '881015', '880799']",10,660162,3
990198,4,2019-07-10 13:19:07,"['881014', '881015', '880799']",10,660162,3
990213,4,2019-07-10 13:22:52,"['881031', '880923', '880920', '880864', '881032']",14,660143,5
990227,4,2019-07-10 13:22:52,"['881031', '880923', '880920', '880864', '881032']",14,660143,5
990256,4,2019-07-10 13:22:52,"['881031', '880923', '880920', '880864', '881032']",14,660143,5
990251,5,2019-07-10 13:28:50,"['881016', '881015', '881014']",10,,3
990285,3,2019-07-10 13:42:01,['881150'],8,,1
990217,5,2019-07-10 13:46:28,"['880875', '880876', '880877', '880874', '880872', '880873']",15,,6
990271,3,2019-07-10 13:47:10,['881099'],1,,1
990233,5,2019-07-10 14:11:31,"['880944', '880945']",9,,2
990284,7,2019-07-10 14:12:23,['881142'],6,,1
990282,10,2019-07-10 14:21:25,"['881137', '881116', '881136', '881117', '880902']",11,660165,5
990223,10,2019-07-10 14:21:25,"['881137', '881116', '881136', '881117', '880902']",11,660165,5
990275,10,2019-07-10 14:21:25,"['881137', '881116', '881136', '881117', '880902']",11,660165,5
990248,4,2019-07-10 14:26:56,"['880401', '880998', '881000', '880691', '881012']",9,660163,5
990171,4,2019-07-10 14:26:56,"['880401', '880998', '881000', '880691', '881012']",9,660163,5
990100,4,2019-07-10 14:26:56,"['880401', '880998', '881000', '880691', '881012']",9,660163,5
990250,4,2019-07-10 14:26:56,"['880401', '880998', '881000', '880691', '881012']",9,660163,5
990239,10,2019-07-10 14:33:16,"['880968', '881074', '881073', '880969']",0,660166,4
990266,10,2019-07-10 14:33:16,"['880968', '881074', '881073', '880969']",0,660166,4
990108,7,2019-07-10 14:47:29,['880442'],3,,1
990304,8,2019-07-10 15:10:10,"['881228', '881229']",6,,2
990299,3,2019-07-10 15:17:05,['881202'],5,,1
990292,0,2019-07-10 15:19:23,"['881177', '881178']",16,,2
990302,7,2019-07-10 15:21:57,['881215'],11,,1
990289,3,2019-07-10 15:31:15,['881165'],14,,1
990302,7,2019-07-10 15:34:59,['881221'],11,,1
990285,10,2019-07-10 15:36:14,"['880806', '881094', '881124', '881152', '881093']",8,660161,5
990278,10,2019-07-10 15:36:14,"['880806', '881094', '881124', '881152', '881093']",8,660161,5
990200,10,2019-07-10 15:36:14,"['880806', '881094', '881124', '881152', '881093']",8,660161,5
990270,10,2019-07-10 15:36:14,"['880806', '881094', '881124', '881152', '881093']",8,660161,5
990281,7,2019-07-10 15:37:39,['881135'],13,,1
990299,0,2019-07-10 15:38:56,"['881202', '881201', '881204', '881200', '881203']",5,,5
990297,7,2019-07-10 15:39:31,['881195'],9,,1
990287,5,2019-07-10 15:43:43,"['881158', '881160', '881161', '881157', '881159']",5,,5
990294,7,2019-07-10 15:48:54,['881184'],12,,1
990242,7,2019-07-10 15:51:22,['880977'],7,,1
990267,1,2019-07-10 15:51:22,"['881077', '881078', '881156', '881155']",4,660168,4
990286,1,2019-07-10 15:51:22,"['881077', '881078', '881156', '881155']",4,660168,4
990301,9,2019-07-10 15:55:37,['881210'],10,,1
990296,3,2019-07-10 16:11:44,['881189'],5,,1
990301,7,2019-07-10 16:16:17,['881209'],10,,1
990303,7,2019-07-10 16:24:21,['881227'],4,,1
990285,9,2019-07-10 16:30:08,['881153'],8,,1
990303,7,2019-07-10 16:33:55,['881225'],4,,1
990285,4,2019-07-10 16:37:36,"['880806', '881094', '881124', '881152', '881093']",8,660161,5
990278,4,2019-07-10 16:37:36,"['880806', '881094', '881124', '881152', '881093']",8,660161,5
990200,4,2019-07-10 16:37:36,"['880806', '881094', '881124', '881152', '881093']",8,660161,5
990270,4,2019-07-10 16:37:36,"['880806', '881094', '881124', '881152', '881093']",8,660161,5
990305,8,2019-07-10 16:40:07,"['881232', '881231', '881234', '881235', '881236', '881230', '881233']",10,,7
990305,7,2019-07-10 16:56:52,['881235'],10,,1
990260,1,2019-07-10 16:56:52,"['881067', '880672', '881047', '881050', '880964', '881046', '880611']",2,660169,7
990154,1,2019-07-10 16:56:52,"['881067', '880672', '881047', '881050', '880964', '881046', '880611']",2,660169,7
990263,1,2019-07-10 16:56:52,"['881067', '880672', '881047', '881050', '880964', '881046', '880611']",2,660169,7
990167,1,2019-07-10 16:56:52,"['881067', '880672', '881047', '881050', '880964', '881046', '880611']",2,660169,7
990238,1,2019-07-10 16:56:52,"['881067', '880672', '881047', '881050', '880964', '881046', '880611']",2,660169,7
990295,3,2019-07-10 17:01:03,['881187'],13,,1
990285,7,2019-07-10 17:01:04,['881151'],8,,1
990271,4,2019-07-10 17:08:59,"['881096', '881098', '880688', '880911', '881100']",1,660157,5
990225,4,2019-07-10 17:08:59,"['881096', '881098', '880688', '880911', '881100']",1,660157,5
990170,4,2019-07-10 17:08:59,"['881096', '881098', '880688', '880911', '881100']",1,660157,5
990238,7,2019-07-10 17:11:11,['880962'],2,,1
990277,9,2019-07-10 17:28:05,['881122'],6,,1
990276,5,2019-07-10 17:33:55,"['881119', '881118']",6,,2
990220,7,2019-07-10 17:36:28,['880884'],16,,1
990280,5,2019-07-10 17:44:06,"['881129', '881130']",7,,2
990295,0,2019-07-10 17:48:32,"['881185', '881186', '881188', '881187']",13,,4
990303,3,2019-07-10 18:12:35,['881226'],4,,1
990303,0,2019-07-10 18:27:18,"['881227', '881226', '881224', '881225', '881223', '881222']",4,,6
990306,8,2019-07-10 18:40:02,"['881239', '881237', '881238', '881240']",7,,4
990293,7,2019-07-10 19:36:56,['881180'],16,,1
990304,0,2019-07-10 19:50:00,"['881228', '881229']",6,,2
990235,5,2019-07-10 19:51:19,"['880952', '880951']",6,,2
990307,8,2019-07-10 21:39:40,"['881241', '881242', '881243']",10,,3
990304,3,2019-07-10 22:04:45,['881229'],6,,1
990308,8,2019-07-11 06:15:54,"['881244', '881246', '881245']",8,,3
990284,7,2019-07-11 08:31:10,['881143'],6,,1
990281,7,2019-07-11 08:49:10,['881132'],13,,1
990302,7,2019-07-11 08:53:20,['881213'],11,,1
990271,1,2019-07-11 08:53:20,"['881103', '881097', '880860']",1,660170,3
990212,1,2019-07-11 08:53:20,"['881103', '881097', '880860']",1,660170,3
990306,0,2019-07-11 09:07:40,"['881239', '881237', '881238', '881240']",7,,4
990273,4,2019-07-11 09:17:20,"['881185', '881026', '881112', '881186', '881188', '881108', '881169', '881105', '881133', '881113', '881106', '881134', '881107', '881109', '881111']",13,660167,15
990274,4,2019-07-11 09:17:20,"['881185', '881026', '881112', '881186', '881188', '881108', '881169', '881105', '881133', '881113', '881106', '881134', '881107', '881109', '881111']",13,660167,15
990290,4,2019-07-11 09:17:20,"['881185', '881026', '881112', '881186', '881188', '881108', '881169', '881105', '881133', '881113', '881106', '881134', '881107', '881109', '881111']",13,660167,15
990281,4,2019-07-11 09:17:20,"['881185', '881026', '881112', '881186', '881188', '881108', '881169', '881105', '881133', '881113', '881106', '881134', '881107', '881109', '881111']",13,660167,15
990272,4,2019-07-11 09:17:20,"['881185', '881026', '881112', '881186', '881188', '881108', '881169', '881105', '881133', '881113', '881106', '881134', '881107', '881109', '881111']",13,660167,15
990295,4,2019-07-11 09:17:20,"['881185', '881026', '881112', '881186', '881188', '881108', '881169', '881105', '881133', '881113', '881106', '881134', '881107', '881109', '881111']",13,660167,15
990255,4,2019-07-11 09:17:20,"['881185', '881026', '881112', '881186', '881188', '881108', '881169', '881105', '881133', '881113', '881106', '881134', '881107', '881109', '881111']",13,660167,15
990302,3,2019-07-11 09:50:14,['881217'],11,,1
990309,8,2019-07-11 09:55:17,"['881248', '881247', '881249']",13,,3
990227,10,2019-07-11 09:58:16,"['881030', '881174', '881162', '880921']",14,660160,4
990288,10,2019-07-11 09:58:16,"['881030', '881174', '881162', '880921']",14,660160,4
990291,10,2019-07-11 09:58:16,"['881030', '881174', '881162', '880921']",14,660160,4
990256,10,2019-07-11 09:58:16,"['881030', '881174', '881162', '880921']",14,660160,4
990303,7,2019-07-11 10:00:25,['881222'],4,,1
990272,7,2019-07-11 10:04:47,['881104'],13,,1
990296,9,2019-07-11 10:06:53,['881190'],5,,1
990260,7,2019-07-11 10:07:48,['881045'],2,,1
990280,1,2019-07-11 10:07:48,"['881129', '880977']",7,660171,2
990242,1,2019-07-11 10:07:48,"['881129', '880977']",7,660171,2
990294,7,2019-07-11 10:22:23,['881183'],12,,1
990292,7,2019-07-11 10:48:44,['881178'],16,,1
990269,1,2019-07-11 10:48:44,"['881143', '881091', '881081', '881118', '881142', '881147', '881084']",6,660172,7
990284,1,2019-07-11 10:48:44,"['881143', '881091', '881081', '881118', '881142', '881147', '881084']",6,660172,7
990268,1,2019-07-11 10:48:44,"['881143', '881091', '881081', '881118', '881142', '881147', '881084']",6,660172,7
990276,1,2019-07-11 10:48:44,"['881143', '881091', '881081', '881118', '881142', '881147', '881084']",6,660172,7
990296,5,2019-07-11 10:51:30,"['881189', '881190', '881191', '881192']",5,,4
990277,7,2019-07-11 10:56:10,['881123'],6,,1
990297,7,2019-07-11 10:59:36,['881193'],9,,1
990261,7,2019-07-11 11:03:58,['881061'],6,,1
990246,4,2019-07-11 11:16:44,"['880995', '880182', '881181']",16,660164,3
990047,4,2019-07-11 11:16:44,"['880995', '880182', '881181']",16,660164,3
990293,4,2019-07-11 11:16:44,"['880995', '880182', '881181']",16,660164,3
990298,7,2019-07-11 11:20:22,['881198'],16,,1
990284,7,2019-07-11 11:22:27,['881148'],6,,1
990267,5,2019-07-11 11:24:48,"['881077', '881078', '881075', '881076']",4,,4
990237,9,2019-07-11 11:40:10,['880959'],2,,1
990291,7,2019-07-11 11:41:13,['881171'],14,,1
990309,7,2019-07-11 11:42:59,['881247'],13,,1
990299,1,2019-07-11 11:42:59,"['881201', '881161', '881203', '881204', '881140', '881159', '881139', '881157', '880774']",5,660173,9
990283,1,2019-07-11 11:42:59,"['881201', '881161', '881203', '881204', '881140', '881159', '881139', '881157', '880774']",5,660173,9
990287,1,2019-07-11 11:42:59,"['881201', '881161', '881203', '881204', '881140', '881159', '881139', '881157', '880774']",5,660173,9
990192,1,2019-07-11 11:42:59,"['881201', '881161', '881203', '881204', '881140', '881159', '881139', '881157', '880774']",5,660173,9
990296,7,2019-07-11 11:43:44,['881191'],5,,1
990085,7,2019-07-11 11:58:06,['880336'],1,,1
990303,3,2019-07-11 11:58:54,['881224'],4,,1
990300,3,2019-07-11 12:05:18,['881207'],12,,1
990310,8,2019-07-11 12:10:22,"['881251', '881250']",13,,2
990270,9,2019-07-11 12:45:24,['881095'],8,,1
990310,7,2019-07-11 12:56:54,['881250'],13,,1
990273,9,2019-07-11 13:27:57,['881110'],13,,1
990298,3,2019-07-11 13:28:36,['881199'],16,,1
990311,8,2019-07-11 13:40:31,"['881254', '881252', '881253']",10,,3
990269,7,2019-07-11 14:01:44,['881088'],6,,1
990269,10,2019-07-11 14:17:20,"['881143', '881091', '881081', '881118', '881142', '881147', '881084']",6,660172,7
990284,10,2019-07-11 14:17:20,"['881143', '881091', '881081', '881118', '881142', '881147', '881084']",6,660172,7
