,Case_ID,Activity,Timestamp,Items,Customers,Orders
584,660177,H,2019-07-12 18:23:23,"['881198', '880994', '881177', '881178', '881180', '881182', '880884', '881025', '881262']",g,"['990246', '990314', '990220', '990292', '990298', '990254', '990293']"
585,660177,J,2019-07-15 09:44:19,"['881198', '880994', '881177', '881178', '881180', '881182', '880884', '881025', '881262']",g,"['990246', '990314', '990220', '990292', '990298', '990254', '990293']"
586,660178,G,2019-07-12 15:06:08,"['881023', '881271', '880769', '880898', '881151']",i,"['990285', '990315', '990253', '990222', '990190']"
587,660178,H,2019-07-15 10:29:04,"['881023', '881271', '880769', '880898', '881151']",i,"['990285', '990315', '990253', '990222', '990190']"
588,660178,J,2019-07-16 14:44:28,"['881023', '881271', '880769', '880898', '881151']",i,"['990285', '990315', '990253', '990222', '990190']"
589,660179,G,2019-07-12 15:45:08,"['881194', '881193', '881063', '881195', '880999']",n,"['990297', '990248', '990262']"
590,660179,H,2019-07-15 13:04:00,"['881194', '881193', '881063', '881195', '880999']",n,"['990297', '990248', '990262']"
591,660179,J,2019-07-15 16:05:06,"['881194', '881193', '881063', '881195', '880999']",n,"['990297', '990248', '990262']"
592,660180,G,2019-07-12 17:23:47,"['881218', '881221', '881215', '881216', '881213']",c,['990302']
593,660180,H,2019-07-16 15:25:09,"['881218', '881221', '881215', '881216', '881213']",c,['990302']
594,660180,J,2019-07-17 09:27:03,"['881218', '881221', '881215', '881216', '881213']",c,['990302']
595,660181,G,2019-07-14 01:00:00,"['880442', '881283', '881044']",o,"['990108', '990259', '990318']"
596,660181,H,2019-07-15 09:03:20,"['880442', '881283', '881044']",o,"['990108', '990259', '990318']"
597,660181,I,2019-07-16 09:52:58,"['880442', '881283', '881044']",o,"['990108', '990259', '990318']"
598,660181,J,2019-07-16 11:32:41,"['880442', '881283', '881044']",o,"['990108', '990259', '990318']"
599,660182,G,2019-07-15 11:00:48,"['881104', '881114', '880871', '881250', '881247', '881028', '881249', '881132', '881135']",k,"['990274', '990309', '990216', '990310', '990281', '990272', '990255']"
600,660182,H,2019-07-15 13:27:25,"['881104', '881114', '880871', '881250', '881247', '881028', '881249', '881132', '881135']",k,"['990274', '990309', '990216', '990310', '990281', '990272', '990255']"
601,660182,J,2019-07-15 17:52:54,"['881104', '881114', '880871', '881250', '881247', '881028', '881249', '881132', '881135']",k,"['990274', '990309', '990216', '990310', '990281', '990272', '990255']"
602,660183,G,2019-07-15 14:09:10,"['881232', '881211', '881317', '881233', '881235', '881209', '881212', '881253', '881231', '881230']",p,"['990301', '990311', '990305', '990327']"
603,660183,H,2019-07-16 16:35:50,"['881232', '881211', '881317', '881233', '881235', '881209', '881212', '881253', '881231', '881230']",p,"['990301', '990311', '990305', '990327']"
604,660183,I,2019-07-17 15:46:50,"['881232', '881211', '881317', '881233', '881235', '881209', '881212', '881253', '881231', '881230']",p,"['990301', '990311', '990305', '990327']"
605,660183,J,2019-07-17 16:48:35,"['881232', '881211', '881317', '881233', '881235', '881209', '881212', '881253', '881231', '881230']",p,"['990301', '990311', '990305', '990327']"
606,660184,G,2019-07-15 18:42:40,"['881227', '881272', '881225', '881274', '881222']",b,"['990303', '990316']"
607,660184,H,2019-07-16 09:22:05,"['881227', '881272', '881225', '881274', '881222']",b,"['990303', '990316']"
608,660184,J,2019-07-16 15:26:06,"['881227', '881272', '881225', '881274', '881222']",b,"['990303', '990316']"
609,660185,G,2019-07-16 08:52:32,"['881045', '880962']",h,"['990238', '990260']"
610,660185,H,2019-07-16 10:21:14,"['881045', '880962']",h,"['990238', '990260']"
611,660185,J,2019-07-16 13:40:21,"['881045', '880962']",h,"['990238', '990260']"
612,660186,G,2019-07-16 09:29:51,"['881122', '881148', '881061', '881310', '881146', '881089', '881123', '881309', '881088']",j,"['990325', '990269', '990284', '990261', '990277']"
613,660186,H,2019-07-17 08:54:05,"['881122', '881148', '881061', '881310', '881146', '881089', '881123', '881309', '881088']",j,"['990325', '990269', '990284', '990261', '990277']"
614,660186,J,2019-07-17 14:42:56,"['881122', '881148', '881061', '881310', '881146', '881089', '881123', '881309', '881088']",j,"['990325', '990269', '990284', '990261', '990277']"
615,660187,G,2019-07-16 10:48:24,"['881158', '881190', '881138', '881330', '881191', '881200']",d,"['990283', '990287', '990330', '990299', '990296']"
616,660187,H,2019-07-16 15:35:10,"['881158', '881190', '881138', '881330', '881191', '881200']",d,"['990283', '990287', '990330', '990299', '990296']"
617,660187,J,2019-07-17 12:05:11,"['881158', '881190', '881138', '881330', '881191', '881200']",d,"['990283', '990287', '990330', '990299', '990296']"
618,660188,G,2019-07-16 12:10:51,"['880840', '880336', '881303']",f,"['990322', '990209', '990085']"
619,660188,H,2019-07-16 15:26:00,"['880840', '880336', '881303']",f,"['990322', '990209', '990085']"
620,660188,I,2019-07-18 09:05:57,"['880840', '880336', '881303']",f,"['990322', '990209', '990085']"
621,660188,J,2019-07-19 10:22:34,"['880840', '880336', '881303']",f,"['990322', '990209', '990085']"
622,660189,G,2019-07-16 13:19:24,"['881289', '880591', '881239', '881237', '881238', '881130', '881240']",q,"['990320', '990280', '990149', '990306']"
623,660189,H,2019-07-16 15:28:59,"['881289', '880591', '881239', '881237', '881238', '881130', '881240']",q,"['990320', '990280', '990149', '990306']"
624,660189,J,2019-07-17 16:38:22,"['881289', '880591', '881239', '881237', '881238', '881130', '881240']",q,"['990320', '990280', '990149', '990306']"
625,660190,G,2019-07-16 15:45:05,"['881356', '881163', '881176']",e,"['990288', '990291', '990336']"
626,660190,H,2019-07-17 11:08:19,"['881356', '881163', '881176']",e,"['990288', '990291', '990336']"
627,660190,I,2019-07-17 20:45:34,"['881356', '881163', '881176']",e,"['990288', '990291', '990336']"
628,660190,J,2019-07-18 11:49:40,"['881356', '881163', '881176']",e,"['990288', '990291', '990336']"
629,660191,G,2019-07-16 16:11:03,"['881244', '881246', '880924', '881267', '881266', '881268']",i,"['990308', '990315', '990228']"
630,660191,H,2019-07-17 09:05:02,"['881244', '881246', '880924', '881267', '881266', '881268']",i,"['990308', '990315', '990228']"
631,660191,J,2019-07-17 09:40:31,"['881244', '881246', '880924', '881267', '881266', '881268']",i,"['990308', '990315', '990228']"
632,660192,G,2019-07-16 17:15:07,"['881277', '881337', '880967', '881332', '881335', '881276']",m,"['990317', '990239', '990331']"
633,660192,H,2019-07-18 10:24:22,"['881277', '881337', '880967', '881332', '881335', '881276']",m,"['990317', '990239', '990331']"
634,660192,J,2019-07-18 14:15:28,"['881277', '881337', '880967', '881332', '881335', '881276']",m,"['990317', '990239', '990331']"
635,660193,G,2019-07-16 18:55:09,"['881307', '881286', '881306', '881305', '881197', '881261', '881263', '881264', '881320', '881321', '881319', '881322', '881288', '881318']",g,"['990324', '990314', '990319', '990298', '990328', '990323']"
636,660193,H,2019-07-17 10:21:04,"['881307', '881286', '881306', '881305', '881197', '881261', '881263', '881264', '881320', '881321', '881319', '881322', '881288', '881318']",g,"['990324', '990314', '990319', '990298', '990328', '990323']"
637,660193,J,2019-07-18 18:16:09,"['881307', '881286', '881306', '881305', '881197', '881261', '881263', '881264', '881320', '881321', '881319', '881322', '881288', '881318']",g,"['990324', '990314', '990319', '990298', '990328', '990323']"
638,660194,G,2019-07-17 11:45:53,"['881260', '881342', '881338', '881258', '881339']",n,"['990313', '990332']"
639,660194,H,2019-07-18 15:09:28,"['881260', '881342', '881338', '881258', '881339']",n,"['990313', '990332']"
640,660194,J,2019-07-19 11:55:20,"['881260', '881342', '881338', '881258', '881339']",n,"['990313', '990332']"
641,660195,G,2019-07-17 14:04:56,"['881281', '881282', '881284', '881285', '880662']",o,"['990318', '990166']"
642,660195,H,2019-07-17 14:36:51,"['881281', '881282', '881284', '881285', '880662']",o,"['990318', '990166']"
643,660195,J,2019-07-18 11:41:10,"['881281', '881282', '881284', '881285', '880662']",o,"['990318', '990166']"
644,660196,G,2019-07-17 15:25:48,"['881251', '880950', '881328', '881326', '881323', '881187', '881386', '881324', '881325', '881367']",k,"['990344', '990338', '990329', '990310', '990234', '990295']"
645,660196,H,2019-07-18 09:54:43,"['881251', '880950', '881328', '881326', '881323', '881187', '881386', '881324', '881325', '881367']",k,"['990344', '990338', '990329', '990310', '990234', '990295']"
646,660196,J,2019-07-19 11:57:18,"['881251', '880950', '881328', '881326', '881323', '881187', '881386', '881324', '881325', '881367']",k,"['990344', '990338', '990329', '990310', '990234', '990295']"
647,660197,G,2019-07-17 17:57:58,"['881125', '881302', '881301', '881296', '881071', '881299', '881295', '881313']",a,"['990265', '990326', '990279', '990321']"
648,660197,H,2019-07-18 12:50:35,"['881125', '881302', '881301', '881296', '881071', '881299', '881295', '881313']",a,"['990265', '990326', '990279', '990321']"
649,660197,J,2019-07-18 19:33:14,"['881125', '881302', '881301', '881296', '881071', '881299', '881295', '881313']",a,"['990265', '990326', '990279', '990321']"
650,660198,G,2019-07-18 10:39:17,"['881214', '881217', '881219']",c,['990302']
651,660198,H,2019-07-19 08:51:03,"['881214', '881217', '881219']",c,['990302']
652,660198,I,2019-07-19 10:38:17,"['881214', '881217', '881219']",c,['990302']
653,660198,J,2019-07-19 15:03:16,"['881214', '881217', '881219']",c,['990302']
654,660199,G,2019-07-18 11:53:25,"['881254', '881234', '881242', '881394', '880880', '881314', '881236', '881316']",p,"['990311', '990307', '990327', '990305', '990347', '990218']"
655,660199,H,2019-07-18 13:08:53,"['881254', '881234', '881242', '881394', '880880', '881314', '881236', '881316']",p,"['990311', '990307', '990327', '990305', '990347', '990218']"
656,660199,J,2019-07-18 16:29:05,"['881254', '881234', '881242', '881394', '880880', '881314', '881236', '881316']",p,"['990311', '990307', '990327', '990305', '990347', '990218']"
657,660200,G,2019-07-18 13:27:09,"['880412', '880983', '881391', '881351', '880546', '881350', '881352']",l,"['990138', '990244', '990334', '990345', '990102']"
658,660200,H,2019-07-18 14:28:00,"['880412', '880983', '881391', '881351', '880546', '881350', '881352']",l,"['990138', '990244', '990334', '990345', '990102']"
659,660200,J,2019-07-19 11:58:02,"['880412', '880983', '881391', '881351', '880546', '881350', '881352']",l,"['990138', '990244', '990334', '990345', '990102']"
660,660201,G,2019-07-18 16:12:43,"['881256', '881167', '881353', '880918']",e,"['990227', '990335', '990312', '990289']"
661,660201,H,2019-07-19 12:17:10,"['881256', '881167', '881353', '880918']",e,"['990227', '990335', '990312', '990289']"
662,660201,J,2019-07-22 15:44:05,"['881256', '881167', '881353', '880918']",e,"['990227', '990335', '990312', '990289']"
663,660202,G,2019-07-18 17:03:37,"['881362', '881160', '881358', '881361', '881364']",d,"['990337', '990287']"
664,660202,H,2019-07-19 09:37:18,"['881362', '881160', '881358', '881361', '881364']",d,"['990337', '990287']"
665,660202,J,2019-07-19 13:57:59,"['881362', '881160', '881358', '881361', '881364']",d,"['990337', '990287']"
666,660203,G,2019-07-19 01:00:00,"['881150', '881349', '881348', '881403', '881245', '881270', '881347']",i,"['990308', '990285', '990315', '990349', '990333']"
667,660203,H,2019-07-19 10:27:57,"['881150', '881349', '881348', '881403', '881245', '881270', '881347']",i,"['990308', '990285', '990315', '990349', '990333']"
668,660203,J,2019-07-19 15:25:52,"['881150', '881349', '881348', '881403', '881245', '881270', '881347']",i,"['990308', '990285', '990315', '990349', '990333']"
669,660204,G,2019-07-19 12:20:08,"['881375', '881304', '881398', '881373', '881102', '881099', '881374']",f,"['990341', '990348', '990322', '990271']"
670,660204,H,2019-07-22 10:24:21,"['881375', '881304', '881398', '881373', '881102', '881099', '881374']",f,"['990341', '990348', '990322', '990271']"
671,660204,I,2019-07-23 15:04:26,"['881375', '881304', '881398', '881373', '881102', '881099', '881374']",f,"['990341', '990348', '990322', '990271']"
672,660204,J,2019-07-25 11:39:25,"['881375', '881304', '881398', '881373', '881102', '881099', '881374']",f,"['990341', '990348', '990322', '990271']"
673,660205,G,2019-07-19 14:36:20,"['881273', '881223', '880970', '881369', '881224', '881444']",b,"['990339', '990316', '990240', '990303', '990359']"
674,660205,H,2019-07-19 17:22:44,"['881273', '881223', '880970', '881369', '881224', '881444']",b,"['990339', '990316', '990240', '990303', '990359']"
675,660205,I,2019-07-22 13:21:29,"['881273', '881223', '880970', '881369', '881224', '881444']",b,"['990339', '990316', '990240', '990303', '990359']"
676,660205,I,2019-07-23 17:15:08,"['881273', '881223', '880970', '881369', '881224', '881444']",b,"['990339', '990316', '990240', '990303', '990359']"
677,660205,I,2019-07-24 11:50:21,"['881273', '881223', '880970', '881369', '881224', '881444']",b,"['990339', '990316', '990240', '990303', '990359']"
678,660205,J,2019-07-25 09:50:42,"['881273', '881223', '880970', '881369', '881224', '881444']",b,"['990339', '990316', '990240', '990303', '990359']"
679,660206,G,2019-07-19 16:39:30,"['881409', '881196', '881423', '881410', '881425', '881308', '880728', '881412', '881179']",g,"['990324', '990353', '990179', '990298', '990351', '990293']"
680,660206,H,2019-07-22 10:15:41,"['881409', '881196', '881423', '881410', '881425', '881308', '880728', '881412', '881179']",g,"['990324', '990353', '990179', '990298', '990351', '990293']"
681,660206,J,2019-07-23 10:10:53,"['881409', '881196', '881423', '881410', '881425', '881308', '880728', '881412', '881179']",g,"['990324', '990353', '990179', '990298', '990351', '990293']"
682,660207,G,2019-07-22 09:35:39,"['881279', '881278', '881408', '881331']",m,"['990350', '990317', '990331']"
683,660207,H,2019-07-22 15:43:57,"['881279', '881278', '881408', '881331']",m,"['990350', '990317', '990331']"
684,660207,I,2019-07-23 14:45:16,"['881279', '881278', '881408', '881331']",m,"['990350', '990317', '990331']"
685,660207,J,2019-07-23 18:27:29,"['881279', '881278', '881408', '881331']",m,"['990350', '990317', '990331']"
686,660208,G,2019-07-22 11:00:30,"['881465', '880643', '880974']",h,"['990162', '990365', '990241']"
687,660208,H,2019-07-23 10:46:10,"['881465', '880643', '880974']",h,"['990162', '990365', '990241']"
688,660208,J,2019-07-23 13:05:06,"['881465', '880643', '880974']",h,"['990162', '990365', '990241']"
689,660209,G,2019-07-22 11:25:21,"['881344', '881371', '881379', '881343', '881345', '881259']",n,"['990313', '990340', '990343', '990332']"
690,660209,H,2019-07-23 15:17:31,"['881344', '881371', '881379', '881343', '881345', '881259']",n,"['990313', '990340', '990343', '990332']"
691,660209,J,2019-07-25 10:01:05,"['881344', '881371', '881379', '881343', '881345', '881259']",n,"['990313', '990340', '990343', '990332']"
692,660210,G,2019-07-22 14:13:21,"['881438', '881475', '881292', '881462', '881474', '881441', '881437', '881436']",q,"['990367', '990364', '990320', '990357']"
693,660210,H,2019-07-22 14:46:18,"['881438', '881475', '881292', '881462', '881474', '881441', '881437', '881436']",q,"['990367', '990364', '990320', '990357']"
694,660210,J,2019-07-23 10:25:36,"['881438', '881475', '881292', '881462', '881474', '881441', '881437', '881436']",q,"['990367', '990364', '990320', '990357']"
695,660211,G,2019-07-22 17:04:03,['881280'],o,['990318']
696,660211,H,2019-07-23 18:02:19,['881280'],o,['990318']
697,660211,J,2019-07-24 12:26:27,['881280'],o,['990318']
698,660212,G,2019-07-22 17:05:46,"['880979', '881378', '881141', '881311', '881443']",j,"['990358', '990325', '990342', '990243', '990284']"
699,660212,H,2019-07-24 15:05:18,"['880979', '881378', '881141', '881311', '881443']",j,"['990358', '990325', '990342', '990243', '990284']"
